id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.27e+18,2020-05-31,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mixed Reactions Trail Latest COVID-19 Figures - The Next Edition https://t.co/F6TqmXcjeb,Mixed Reactions Trail Latest COVID-19 Figures The Next Edition,en,0,0,NextEditionNews,,,Nigeria,mix reaction trail latest covid19 figur next edit,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-05-31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Hey @Apple there are many apps that I use in my normal workflow that I am not using because I am stuck at home. Ple… https://t.co/a3Xj3bf0zf,Hey many apps I use normal workflow I using I stuck home Ple…,en,0,0,fedelowe,,Apple,London - Buenos Aires,hey mani app use normal workflow use stuck home ple,-0.25,0.182,0.818,0.0,neg
1.27e+18,2020-05-31,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @jpm25: My wife is a healthcare worker and has gotten 3 COVID-19 tests over the last 2 months.  We got the bill for the first one today:…,My wife healthcare worker gotten COVID-19 tests last months We got bill first one today …,en,0,11990,deadleafshrimp,,jpm25,,wife healthcar worker gotten covid19 test last month got bill first one today,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-05-31,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PMOIndia: India's people driven fight against COVID-19. #MannKiBaat https://t.co/7fkmJzrcau,India 's people driven fight COVID-19,en,0,174,coolshalabh2010,MannKiBaat,PMOIndia,"New Delhi, India",india peopl driven fight covid19,-0.3818,0.394,0.606,0.0,neg
1.27e+18,2020-05-31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @cherylaikins: Got police pulling up in expensive ass gear but y’all couldn’t give nurses like my mother proper ppe to take care of covi…,Got police pulling eensive ass gear ’ ’ give nurses like mother proper ppe take care covi…,en,0,0,shelleyyy______,,cherylaikins,,got polic pull eensiv as gear give nurs like mother proper ppe take care covi,0.6908,0.0,0.695,0.305,pos
1.27e+18,2020-05-31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @StephenMorganMP: On English Tourism Week, I urge all those who are disappointed not to be out enjoying our city’s attractions to go onl…",On English Tourism Week I urge disappointed enjoying city ’ attractions go onl…,en,0,1849,Nick569,,StephenMorganMP,"Portsmouth, Hants UK",english tourism week urg disappoint enjoy citi attract go onl,0.4588,0.175,0.455,0.37,pos
1.27e+18,2020-06-01,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Although the covid-19 pandemic has delayed Jabari’s grassroots efforts, it has also opened up pockets of opportunit… https://t.co/uLmGHTNh5e",Although covid-19 pandemic delayed Jabari ’ grassroots efforts also opened pockets opportunit…,en,0,11,jamlabafrica,,,Johannesburg Gauteng SA,although covid19 pandem delay jabari grassroot effort also open pocket opportunit,-0.3182,0.187,0.813,0.0,neg
1.27e+18,2020-06-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @JamessReality: Remainer peer passed on information to help expose Dominic Cummings alleged Covid-19 breach https://t.co/EQcvYXRxnb,Remainer peer passed information help ee Dominic Cummings alleged Covid-19 breach,en,0,0,haveilostheplot,,JamessReality,🇬🇧,remain peer pass inform help ee domin cum alleg covid19 breach,0.4019,0.0,0.787,0.213,pos
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @kayla_simone25: You know what I think is crazy af? We couldn’t shut down the city of Atlanta for a WEEK during the peak of COVID-19. Af…,You know I think crazy af We ’ shut city Atlanta WEEK peak COVID-19 Af…,en,0,1,siopau312,,kayla_simone25,18 | He/They | 🇵🇭,know think crazi af shut citi atlanta week peak covid19 af,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @VamikaVatsa: @DrShachiKant @HRDMinistry @KVS_HQ @SantoshKMall1 @vimlesh71 Please release modification transfer list of spouse/ph cases…,Please release modification transfer list spouse/ph cases…,en,0,619,PushpaP31571088,,"VamikaVatsa, DrShachiKant, HRDMinistry, KVS_HQ, SantoshKMall1, vimlesh71",,pleas releas modif transfer list spous ph case,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",UPDATE: The United States Continues to Lead the Global Response to COVID-19 - United States Department of State https://t.co/8QSD3hupu3,UPDATE The United States Continues Lead Global Response COVID-19 United States Department State,en,0,26,USUNRome,,,USUN Mission - Rome,updat unit state continu lead global respons covid19 unit state depart state,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","We must muster the same vigour, the equivalent political will and the bountiful energy that we are seeing in the ba… https://t.co/ERWRPec0ky",We must muster vigour equivalent political bountiful energy seeing ba…,en,0,0,ipsnews,,,Also @ipsnoticias,must muster vigour equival polit bounti energi see ba,0.2263,0.0,0.808,0.192,pos
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Iamujer_: LA suspending covid-19 testing is one of the most blatant acts of biological warfare against people of color I’ve ever seen i…,LA suspending covid-19 testing one blatant acts biological warfare people color I ’ ever seen i…,en,0,8,seb_dumitrat,,Iamujer_,endless abyss ,la suspend covid19 test one blatant act biolog warfar peopl color ever seen,-0.3182,0.161,0.839,0.0,neg
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jacyreese: Surveys on conspiracy theories are fascinating and disturbing.

29% of UK adults think the WHO is withholding a secret COVID…",Surveys conspiracy theories fascinating disturbing UK adults think WHO withholding secret COVID…,en,0,375,TheBlackKat6,,jacyreese,My own little world.,survey conspiraci theori fascin disturb uk adult think withhold secret covid19,-0.4019,0.213,0.787,0.0,neg
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @iFaridoon: Sad News: Noted singer Sonu Nigam just confirmed to me that music composer Wajid Khan of Sajid-Wajid passed away a short whi…,Sad News Noted singer Sonu Nigam confirmed music composer Wajid Khan Sajid-Wajid passed away short whi…,en,0,227,lavina_majumdar,,iFaridoon,"India, Mumbai",sad news note singer sonu nigam confirm music compos wajid khan sajid wajid pass away short whi,-0.4767,0.162,0.838,0.0,neg
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SaudiaSakari: UPDATE: My aunt is stable, she was shot with a rubber bullet by a snipper on top of a building between her eyes. We cant…",UPDATE My aunt stable shot rubber bullet snipper top building eyes We cant…,en,0,17,DavidLance3,,SaudiaSakari,,updat aunt stabl shot rubber bullet snipper top build eye cant,0.2023,0.0,0.847,0.153,pos
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BlakeDontCrack: LA suspended COVID-19 testing because of the protests.

Chicago schools stopped grab and go meals for children due to t…",LA suspended COVID-19 testing protests Chicago schools stopped grab go meals children due t…,en,0,0,beezy4beezy,,BlakeDontCrack,I'm from Lon..YaBusiness!,la suspend covid19 test protest chicago school stop grab go meal child due,-0.6705,0.394,0.606,0.0,neg
1.27e+18,2020-06-01,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","Airlines and hotels are going to have to work hard to get business travelers back, but it won't be impossible.
Busi… https://t.co/W4mviHse3P",Airlines hotels going work hard get business travelers back wo n't impossible Busi…,en,0,7991,QDR_DRG_TURISMO,,,Rome ✈ Asia,airlin hotel go work hard get busi travel back imposs busi,-0.1027,0.123,0.877,0.0,neg
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@RayHudson Magistrial clear the covid-19..man from Englandena😀,Magistrial clear covid-19..man Englandena,en,0,0,Akhi_Leo10,,RayHudson,"Guwahati, India",magistri clear covid19 man englandena,0.3818,0.0,0.606,0.394,pos
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AzazMalik55: #CoronaIsNotAJoke
76.. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person h…",.. If close breathe droplets including COVID-19 virus person h…,en,0,1,wareisha6649,CoronaIsNotAJoke,AzazMalik55,,close breath droplet includ covid19 viru person ,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @CNBC: Russians claim to have an effective treatment for the coronavirus https://t.co/sw1ZN0jVaM,Russians claim effective treatment coronavirus,en,0,0,JackNic07062089,,CNBC,Thebes,russian claim effect treatment coronaviru,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MinofHealthUG: PRESS RELEASE: Samples tested on 31 May, 2020 confirm 40 new COVID-19 cases. 

23 cases are among samples tested from Po…",PRESS RELEASE Samples tested May confirm new COVID-19 cases cases among samples tested Po…,en,0,262,BrianOkullo,,MinofHealthUG,Northern Uganda ,press releas sampl test may confirm new covid19 case case among sampl test po,-0.5574,0.217,0.783,0.0,neg
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","***WE ARE NOW FULLY REOPEN***

Please note that Covid-19 safety measures are in place at all of our branches... https://t.co/sDkArgw15c",***WE ARE NOW FULLY REOPEN*** Please note Covid-19 safety measures place branches ...,en,0,0,hammond_fc,,,"Great Yarmouth, England",fulli reopen pleas note covid19 safeti measur place branch,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SputnikInt: UPDATE: Russian health minister says country's infant mortality rate now hits historic low

#SputnikUpdates https://t.co/Oa…",UPDATE Russian health minister says country 's infant mortality rate hits historic low,en,0,4,sergimagugliani,SputnikUpdates,SputnikInt,"Milano, Lombardia",updat russian health minist say countri infant mortal rate hit histor low,-0.2732,0.16,0.84,0.0,neg
1.27e+18,2020-06-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Covid-19: 136 new infections, a further 19 deaths https://t.co/2aaYeQP69H",Covid-19 new infections deaths,en,0,1,flandersnews,,,,covid19 new infect death,-0.5994,0.565,0.435,0.0,neg
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @PhillipKerle: Germany and Korea offered us their Covid tracking app. Why didn’t we take them? They work and both countries have been mo…,Germany Korea offered us Covid tracking app Why ’ take They work countries mo…,en,0,1,SpacemanHood,,PhillipKerle,Fife Riveria,germani korea offer covid19 track app take work countri mo,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @mik594: Fly on the wall at tonight’s @amacdt College Trainee Chair’s meeting

Hearing the impact of #COVID19 for the trainees from each…",Fly wall tonight ’ College Trainee Chair ’ meeting Hearing impact trainees each…,en,0,7,char_durand,COVID19,"mik594, amacdt","Darwin, Australia ",fli wall tonight colleg traine chair meet hear impact traine,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @smalltownandrew: How many of the thugs rioting are prisoners Democrats released early due to ""COVID-19""?",How many thugs rioting prisoners Democrats released early due `` COVID-19 '',en,0,5,MiriamRoseMc,,smalltownandrew,Northern Michigan,mani thug riot prison democrat releas earli due covid19,-0.7845,0.496,0.504,0.0,neg
1.27e+18,2020-06-01,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>","Dr. Fawzi Amin, Head of the International Federation of the Red Cross delegation, #IFRC, and Red Crescent Societies… https://t.co/xwFSd3lyDx",Dr. Fawzi Amin Head International Federation Red Cross delegation Red Crescent Societies…,en,0,0,BusinessLiveME,IFRC,,"Muscat, Oman",dr fawzi amin head intern feder red cross deleg red crescent societi,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","COVID-19 Status Update (4.00 pm, 1/6/2020). #KKM #KEMENTERIANKESIHATANMALAYSIA #MKN #MajlisKeselamatanNegara #CMCO… https://t.co/mSpaCxZgwC",COVID-19 Status Update 4.00 pm /6/2020 …,en,0,0,RentakSejuta,"KKM, KEMENTERIANKESIHATANMALAYSIA, MKN, MajlisKeselamatanNegara, CMCO",,"Kuala Lumpur, Malaysia",covid19 statu updat pm,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @bishamonia: WHY IS THIS BILL MORE IMPORTANT THAN THE URGENCY OF MASS TESTING AND SO MANY OTHER THINGS THAT CAN HELP FIGHT COVID-19 WHY…,WHY IS THIS BILL MORE IMPORTANT THAN THE URGENCY OF MASS TESTING AND SO MANY OTHER THINGS THAT CAN HELP FIGHT COVID-19 WHY…,en,0,5,mitsorry,,bishamonia,she/her | minor | ,bill import urgenc mass test mani thing help fight covid19,0.0258,0.195,0.602,0.203,pos
1.27e+18,2020-06-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Over 144,700 confirmed #COVID19 cases on the African continent - with more than 61,100 recoveries &amp; 4,100 deaths. V… https://t.co/OPlR5CLkSU","Over ,700 confirmed cases African continent ,100 recoveries amp ,100 deaths V…",en,0,0,HornDiplomat,COVID19,,Horn of Africa,confirm case african contin recoveri death ,-0.5994,0.438,0.562,0.0,neg
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Written more than one year ago, we were catastrophists before #covid_19 #coronavirus #deforestation  https://t.co/Y9XFEwqXyr",Written one year ago catastrophists,en,0,6,AquiGerd,"covid_19, coronavirus, deforestation",,London UK,written one year ago catastrophist,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @cjwerleman: A doctor at a public hospital in Kanpur, India suggests Muslims should be injected with COVID-19. 

(via DOAM). https://t.c…",A doctor public hospital Kanpur India suggests Muslims injected COVID-19 via DOAM,en,0,0,Princes62595511,,cjwerleman,,doctor public hospit kanpur india suggest muslim inject covid19 via doam,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""https://bots.thedextazlab.com"" rel=""nofollow"">@thedextazlab</a>",Caring for patients on COVID-19 units: an approach for hospitals https://t.co/Ekk3l5UrU6,Caring patients COVID-19 units approach hospitals,en,0,1212,thedextazlab,,,"Dar es Salaam, Tanzania",care patient covid19 unit approach hospit,0.4939,0.0,0.61,0.39,pos
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ADFinPNG: Members of our @DeptDefence team recently accompanied some #PNGDF COVID-19 awareness patrols conducted in the Sepik area. The…,Members team recently accompanied COVID-19 awareness patrols conducted Sepik area The…,en,0,19,PNGAttitude,PNGDF,"ADFinPNG, DeptDefence","Sunshine Coast, Australia",member team recent accompani covid19 awar patrol conduct sepik area,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @invisiblebusyb: I can’t believe it’s riot season already... I still have my Covid-19 decorations up.,I ’ believe ’ riot season already ... I still Covid-19 decorations,en,0,24,GRSierraTango,,invisiblebusyb,,believ riot season alreadi still covid19 decor,-0.5574,0.375,0.625,0.0,neg
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @nowthisnews: HEALTH OFFICIALS BRACE FOR LIKELY SECOND WAVE OF COVID-19: Officials from the World Health Organization hold a briefing on…,HEALTH OFFICIALS BRACE FOR LIKELY SECOND WAVE OF COVID-19 Officials World Health Organization hold briefing on…,en,0,18,Words2BInferred,,nowthisnews,,health offici brace like second wave covid19 offici world health organ hold brief,0.3612,0.0,0.828,0.172,pos
1.27e+18,2020-06-03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CivilEats: Tyson Foods Inc., the biggest U.S. meat processor, will return to its pre-Covid-19 absentee policy, which includes punishing…",Tyson Foods Inc. biggest U.S. meat processor return pre-Covid-19 absentee policy includes punishing…,en,0,88,this_awful_mess,,CivilEats,,tyson food inc biggest meat processor return pre covid19 absente polici includ punish,-0.5267,0.221,0.779,0.0,neg
1.27e+18,2020-06-03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",'Smart cities' advocates see Covid-19 policies as opportunity for change in Austin - Austin Monitor https://t.co/5hghayRB9k @JosephKopser,'Smart cities advocates see Covid-19 policies opportunity change Austin Austin Monitor,en,0,4,HuronRiverVC,,JosephKopser,"Ann Arbor, MI",smart citi advoc see covid19 polici opportun chang austin austin monitor,0.4019,0.0,0.787,0.213,pos
1.27e+18,2020-06-03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @governorkibwana: When the covid-19 pandemic is behind us, the Makueni persons with disabilities vocational training centre will open it…",When covid-19 pandemic behind us Makueni persons disabilities vocational training centre open it…,en,0,1,Timkipkoech,,governorkibwana,Nandil,covid19 pandem behind makueni person disabl vocat train centr open,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LemireJoe: Scouts have long bemoaned that ""There's only so many Fridays"" to see college aces. In the new frontier of digital scouting,…",Scouts long bemoaned `` There 's many Fridays '' see college aces In new frontier digital scouting …,en,0,15,ryozella,,LemireJoe,"Santa Cruz, CA",scout long bemoan mani friday see colleg ace new frontier digit scout,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @RepAndyBiggsAZ: The cure for COVID-19 was always worse than the disease. This nation will be paying a heavy price for quite some time f…,The cure COVID-19 always worse disease This nation paying heavy price quite time f…,en,0,42,RedCastleOk1,,RepAndyBiggsAZ,Every Where,cure covid19 alway wors diseas nation pay heavi price quit time ,-0.1027,0.123,0.877,0.0,neg
1.27e+18,2020-06-03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @NewsFallon: NEW
There are at least 52 #GeorgeFloyd rallies scheduled for New Jersey through Monday.
Infectious disease experts are conc…",NEW There least rallies scheduled New Jersey Monday Infectious disease eerts conc…,en,0,3,1lolamarina,GeorgeFloyd,NewsFallon,New Jersey New York,new least ralli schedul new jersey monday infecti diseas eert conc,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @adedgetech: How is AdEdge coping with COVID19? Read the latest our blog.

https://t.co/HCHtw5BTzV

#teamadedge #aboutus",How AdEdge coping COVID19 Read latest blog,en,0,4,paularaya_,"teamadedge, aboutus",adedgetech,"Atlanta, GA",adedg cope covid19 read latest blog,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""https://www.tripdatabase.com"" rel=""nofollow"">Trip Guidelines</a>",New2Trip: Clinical Insights for Hepatology &amp; Liver Transplant Providers During COVID-19 Pandemic https://t.co/RWZfClxdps,New2Trip Clinical Insights Hepatology amp Liver Transplant Providers During COVID-19 Pandemic,en,0,5,tripguidelines,,,,newtrip clinic insight hepatolog liver transplant provid covid19 pandem,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SAPIENS_org: NEW: As stars around the world petition Brazilian President Jair Bolsonaro to protect Indigenous peoples from the COVID-19…,NEW As stars around world petition Brazilian President Jair Bolsonaro protect Indigenous peoples COVID-19…,en,0,220,tea_assembly,,SAPIENS_org,"London, England",new star around world petit brazilian presid jair bolsonaro protect indigen peopl covid19,0.3818,0.0,0.822,0.178,pos
1.27e+18,2020-06-03,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",.@CNHIndustrial is continuing to help healthcare facilities and local communities in Thailand thanks to its ongoing… https://t.co/W7K8hOi1GR,continuing help healthcare facilities local communities Thailand thanks ongoing…,en,0,573,3BLNews,,CNHIndustrial,"Northampton, MA",continu help healthcar facil local commun thailand thank ongo,0.6369,0.0,0.574,0.426,pos
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@crappyliving Can the Freelancers Relief Fund help? https://t.co/557pidiMDe,Can Freelancers Relief Fund help,en,0,46,themummysphere,,crappyliving,"South East, England",freelanc relief fund help,0.7003,0.0,0.256,0.744,pos
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Ultra_Calls: $NAKD Australia is re-opening and COVID-19 cases dropped dramatically. This is starting to look like a multi-day beast. Lo…,NAKD Australia re-opening COVID-19 cases dropped dramatically This starting look like multi-day beast Lo…,en,0,244,MillionaireCEO2,,Ultra_Calls,,nakd australia open covid19 case drop dramat start look like multi day beast lo,0.1027,0.127,0.723,0.151,pos
1.27e+18,2020-06-03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Humanity will be “finished” if we fail to drastically change our food systems in response to the coronavirus pandem… https://t.co/XoEgF2Uc7g,Humanity “ finished ” fail drastically change food systems response coronavirus pandem…,en,0,2,OrbPlanet,,,Chile,human finish fail drastic chang food system respons coronaviru pandem,-0.5423,0.28,0.72,0.0,neg
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SindhHealthDpt: An additional 42 Bed HDU Ward has been established at Civil Hospital #Karachi for #Covid_19 patients. Civil Hospital Ka…,An additional Bed HDU Ward established Civil Hospital patients Civil Hospital Ka…,en,0,44,DanishNiazPSF,"Karachi, Covid_19",SindhHealthDpt,Jamshoro sindh pakistan,addit bed hdu ward establish civil hospit patient civil hospit ka,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JamesPearceLFC: Latest COVID-19 test results: Just 1 positive out of 1,197 players and club staff across the Premier League.","Latest COVID-19 test results Just positive ,197 players club staff across Premier League",en,0,1,FreddieArthur2,,JamesPearceLFC,"Accra, Ghana",latest covid19 test result posit player club staff across premier leagu,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @yFACTph: SPOTLIGHT: The Philippine government has already borrowed over $3.5 billion from foreign lenders to address the health and soc…,SPOTLIGHT The Philippine government already borrowed 3.5 billion foreign lenders address health soc…,en,0,0,papsicle8,,yFACTph,,spotlight philippin govern alreadi borrow billion foreign lender address health soc,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @soloyochapin: @Strandjunker @realDonaldTrump @POTUS wanted to erase @BarackObama legacy
so @realDonaldTrump shut down NSC’s pandemic re…",wanted erase legacy shut NSC ’ pandemic re…,en,0,0,Kirsten_M123,,"soloyochapin, Strandjunker, realDonaldTrump, POTUS, BarackObama, realDonaldTrump",Cape Cod,want eras legaci shut nsc pandem,0.0772,0.0,0.794,0.206,pos
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @N_FROMTHE9: JUSTICE FOR Trevor Belle. he was a cab driver from Newham who was spat at by a customer over a £9 cab ride who said I have…,JUSTICE FOR Trevor Belle cab driver Newham spat customer £9 cab ride said I have…,en,0,193,mini_alj,,N_FROMTHE9,"London, England",justic trevor bell cab driver newham spat custom cab ride said,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@realDonaldTrump mr president....of course he does....have u seen the shit job u ve done!!!! only a moran doesnt se… https://t.co/8UdcdBcQps,mr president ... .of course ... .have u seen shit job u done moran doesnt se…,en,0,1,CLiberal2020,,realDonaldTrump,,mr presid cours seen shit job done moran doesnt se,-0.5574,0.286,0.714,0.0,neg
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @maddow: ""Arizona is generating an average of 519 new cases a day. On May 15, when the stay-at-home order expired, the average was 378 a…",`` Arizona generating average new cases day On May stay-at-home order eired average a…,en,0,8,MG51466791,,maddow,In Between Here & There — USA,arizona gener averag new case day may stay home order eir averag,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @spartantailgate: The 2020 Moneyball Pro-Am has been canceled:

https://t.co/IEinF1KCT7",The Moneyball Pro-Am canceled,en,0,0,SeanScherer247,,spartantailgate,East Lansing,moneybal pro cancel,-0.25,0.5,0.5,0.0,neg
1.27e+18,2020-06-03,"<a href=""https://www.healio.com"" rel=""nofollow"">Healio Twitter</a>","Saleh Aldaouqi, MD, muses about diabetes, COVID-19 and the big race. https://t.co/1KozOe4H9Z",Saleh Aldaouqi MD muses diabetes COVID-19 big race,en,0,449,GoHealio,,,"Thorofare, NJ",saleh aldaouqi md mu diabet covid19 big race,0.0,0.0,1.0,0.0,neu
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RepAOC: COVID-19 testing is now available to ALL New Yorkers. The test is safe, free, confidential and easy. It's also critical to our…",COVID-19 testing available ALL New Yorkers The test safe free confidential easy It 's also critical our…,en,0,0,4thandLife,,RepAOC,Boston ,covid19 test avail new yorker test safe free confidenti easi also critic,0.6249,0.121,0.52,0.358,pos
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FreddieBailey96: Boris Johnson today at #PMQs stood up in Parliament and said “I’m proud of our record” on COVID-19"".

The UK has less…",Boris Johnson today stood Parliament said “ I ’ proud record ” COVID-19 '' The UK less…,en,0,10,bohrdasaplanck,PMQs,FreddieBailey96,"Maldon, England",bori johnson today stood parliament said proud record covid19 uk le,0.4767,0.0,0.763,0.237,pos
1.27e+18,2020-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @_miss_NAE: The city of Austin canceled Juneteenth! @austintexasgov VERY TRASH OF YOU! 

Y’all have allowed people to go to bars, zilker…",The city Austin canceled Juneteenth VERY TRASH OF YOU Y ’ allowed people go bars zilker…,en,0,16,_blvckmvgic_,,"_miss_NAE, austintexasgov","Houston, TX",citi austin cancel juneteenth trash allow peopl go bar zilker,-0.0258,0.168,0.672,0.16,neg
